year,area,period,anomaly
1962,GLB,DJF,0.01
1963,GLB,DJF,0.04
1964,GLB,DJF,-0.07
1965,GLB,DJF,-0.18
1966,GLB,DJF,-0.11
1967,GLB,DJF,-0.1
1968,GLB,DJF,-0.15
1969,GLB,DJF,-0.14
1970,GLB,DJF,0.18
1971,GLB,DJF,-0.1
1972,GLB,DJF,-0.16
1973,GLB,DJF,0.26
1974,GLB,DJF,-0.14
1975,GLB,DJF,0.03
1976,GLB,DJF,-0.09
1977,GLB,DJF,0.17
1978,GLB,DJF,0.06
1979,GLB,DJF,0.02
1980,GLB,DJF,0.39
1981,GLB,DJF,0.39
1982,GLB,DJF,0.2
1983,GLB,DJF,0.46
1984,GLB,DJF,0.2
1985,GLB,DJF,0.05
1986,GLB,DJF,0.26
1987,GLB,DJF,0.29
1988,GLB,DJF,0.49
1989,GLB,DJF,0.24
1990,GLB,DJF,0.41
1991,GLB,DJF,0.44
1992,GLB,DJF,0.4
1993,GLB,DJF,0.31
1994,GLB,DJF,0.15
1995,GLB,DJF,0.56
1996,GLB,DJF,0.32
1997,GLB,DJF,0.36
1998,GLB,DJF,0.68
1999,GLB,DJF,0.56
2000,GLB,DJF,0.4
2001,GLB,DJF,0.39
2002,GLB,DJF,0.71
2003,GLB,DJF,0.59
2004,GLB,DJF,0.68
2005,GLB,DJF,0.61
2006,GLB,DJF,0.65
2007,GLB,DJF,0.83
2008,GLB,DJF,0.39
2009,GLB,DJF,0.57
2010,GLB,DJF,0.75
2011,GLB,DJF,0.48
2012,GLB,DJF,0.53
2013,GLB,DJF,0.62
2014,GLB,DJF,0.67
2015,GLB,DJF,0.84
2016,GLB,DJF,1.23
2017,GLB,DJF,1.01
2018,GLB,DJF,0.86
2019,GLB,DJF,0.93
2020,GLB,DJF,1.17
2021,GLB,DJF,0.75
2022,GLB,DJF,0.88
2023,GLB,DJF,0.88
1880,NH,DJF,NULL
1881,NH,DJF,-0.31
1882,NH,DJF,0.07
1883,NH,DJF,-0.65
1884,NH,DJF,-0.14
1885,NH,DJF,-0.64
1886,NH,DJF,-0.57
1887,NH,DJF,-0.67
1888,NH,DJF,-0.51
1889,NH,DJF,-0.07
1890,NH,DJF,-0.58
1891,NH,DJF,-0.54
1892,NH,DJF,-0.24
1893,NH,DJF,-1.04
1894,NH,DJF,-0.64
1895,NH,DJF,-0.61
1896,NH,DJF,-0.25
1897,NH,DJF,-0.34
1898,NH,DJF,-0.23
1899,NH,DJF,-0.34
1900,NH,DJF,-0.41
1901,NH,DJF,-0.15
1902,NH,DJF,-0.18
1903,NH,DJF,-0.23
1904,NH,DJF,-0.64
1905,NH,DJF,-0.52
1906,NH,DJF,-0.42
1907,NH,DJF,-0.43
1908,NH,DJF,-0.46
1909,NH,DJF,-0.65
1910,NH,DJF,-0.43
1911,NH,DJF,-0.7
1912,NH,DJF,-0.27
1913,NH,DJF,-0.59
1914,NH,DJF,0.06
1915,NH,DJF,-0.14
1916,NH,DJF,-0.17
1917,NH,DJF,-0.79
1918,NH,DJF,-0.74
1919,NH,DJF,-0.45
1920,NH,DJF,-0.33
1921,NH,DJF,-0.2
1922,NH,DJF,-0.37
1923,NH,DJF,-0.26
1924,NH,DJF,-0.14
1925,NH,DJF,-0.34
1926,NH,DJF,0.31
1927,NH,DJF,-0.22
1928,NH,DJF,0.0
1929,NH,DJF,-0.46
1930,NH,DJF,-0.32
1931,NH,DJF,-0.05
1932,NH,DJF,0.11
1933,NH,DJF,-0.23
1934,NH,DJF,-0.12
1935,NH,DJF,0.12
1936,NH,DJF,-0.32
1937,NH,DJF,0.16
1938,NH,DJF,0.21
1939,NH,DJF,-0.04
1940,NH,DJF,0.27
1941,NH,DJF,0.34
1942,NH,DJF,0.17
1943,NH,DJF,0.18
1944,NH,DJF,0.48
1945,NH,DJF,0.02
1946,NH,DJF,0.08
1947,NH,DJF,-0.18
1948,NH,DJF,0.04
1949,NH,DJF,-0.08
1950,NH,DJF,-0.23
1951,NH,DJF,-0.33
1952,NH,DJF,0.24
1953,NH,DJF,0.21
1954,NH,DJF,0.0
1955,NH,DJF,0.06
1956,NH,DJF,-0.21
1957,NH,DJF,-0.1
1958,NH,DJF,0.4
1959,NH,DJF,0.19
1960,NH,DJF,0.22
1961,NH,DJF,0.28
1962,NH,DJF,0.16
1963,NH,DJF,0.23
1964,NH,DJF,-0.01
1965,NH,DJF,-0.22
1966,NH,DJF,-0.1
1967,NH,DJF,-0.19
1968,NH,DJF,-0.14
1969,NH,DJF,-0.41
1970,NH,DJF,0.18
1971,NH,DJF,-0.22
1972,NH,DJF,-0.4
1973,NH,DJF,0.18
1974,NH,DJF,-0.21
1975,NH,DJF,-0.01
1976,NH,DJF,-0.1
1977,NH,DJF,-0.1
1978,NH,DJF,0.07
1979,NH,DJF,-0.13
1980,NH,DJF,0.38
1981,NH,DJF,0.5
1982,NH,DJF,0.19
1983,NH,DJF,0.42
1984,NH,DJF,0.15
1985,NH,DJF,-0.21
1986,NH,DJF,0.28
1987,NH,DJF,0.27
1988,NH,DJF,0.52
1989,NH,DJF,0.3
1990,NH,DJF,0.45
1991,NH,DJF,0.51
1992,NH,DJF,0.43
1993,NH,DJF,0.37
1994,NH,DJF,0.17
1995,NH,DJF,0.76
1996,NH,DJF,0.36
1997,NH,DJF,0.43
1998,NH,DJF,0.72
1999,NH,DJF,0.78
2000,NH,DJF,0.65
2001,NH,DJF,0.43
2002,NH,DJF,0.94
2003,NH,DJF,0.64
2004,NH,DJF,0.86
2005,NH,DJF,0.7
2006,NH,DJF,0.81
2007,NH,DJF,1.17
2008,NH,DJF,0.57
2009,NH,DJF,0.73
2010,NH,DJF,0.8
2011,NH,DJF,0.56
2012,NH,DJF,0.72
2013,NH,DJF,0.7
2014,NH,DJF,0.84
2015,NH,DJF,1.15
2016,NH,DJF,1.67
2017,NH,DJF,1.31
2018,NH,DJF,1.25
2019,NH,DJF,1.13
2020,NH,DJF,1.56
2021,NH,DJF,1.15
2022,NH,DJF,1.18
2023,NH,DJF,1.22
1880,SH,DJF,NULL
1881,SH,DJF,-0.02
1882,SH,DJF,0.08
1883,SH,DJF,-0.05
1884,SH,DJF,-0.06
1885,SH,DJF,-0.19
1886,SH,DJF,-0.14
1887,SH,DJF,-0.36
1888,SH,DJF,-0.18
1889,SH,DJF,0.09
1890,SH,DJF,-0.18
1891,SH,DJF,-0.2
1892,SH,DJF,-0.06
1893,SH,DJF,-0.13
1894,SH,DJF,-0.1
1895,SH,DJF,-0.08
1896,SH,DJF,-0.06
1897,SH,DJF,0.1
1898,SH,DJF,-0.12
1899,SH,DJF,-0.17
1900,SH,DJF,-0.04
1901,SH,DJF,-0.11
1902,SH,DJF,-0.15
1903,SH,DJF,-0.23
1904,SH,DJF,-0.51
1905,SH,DJF,-0.31
1906,SH,DJF,-0.03
1907,SH,DJF,-0.29
1908,SH,DJF,-0.35
1909,SH,DJF,-0.46
1910,SH,DJF,-0.5
1911,SH,DJF,-0.53
1912,SH,DJF,-0.12
1913,SH,DJF,-0.26
1914,SH,DJF,-0.1
1915,SH,DJF,-0.03
1916,SH,DJF,-0.15
1917,SH,DJF,-0.57
1918,SH,DJF,-0.26
1919,SH,DJF,-0.02
1920,SH,DJF,-0.28
1921,SH,DJF,-0.25
1922,SH,DJF,-0.24
1923,SH,DJF,-0.3
1924,SH,DJF,-0.19
1925,SH,DJF,-0.48
1926,SH,DJF,-0.1
1927,SH,DJF,-0.27
1928,SH,DJF,-0.27
1929,SH,DJF,-0.32
1930,SH,DJF,-0.4
1931,SH,DJF,-0.16
1932,SH,DJF,-0.14
1933,SH,DJF,-0.27
1934,SH,DJF,-0.34
1935,SH,DJF,-0.26
1936,SH,DJF,-0.21
1937,SH,DJF,-0.19
1938,SH,DJF,-0.17
1939,SH,DJF,-0.13
1940,SH,DJF,0.09
1941,SH,DJF,0.23
1942,SH,DJF,0.2
1943,SH,DJF,0.0
1944,SH,DJF,0.07
1945,SH,DJF,0.09
1946,SH,DJF,0.01
1947,SH,DJF,-0.11
1948,SH,DJF,-0.17
1949,SH,DJF,-0.12
1950,SH,DJF,-0.24
1951,SH,DJF,-0.32
1952,SH,DJF,0.03
1953,SH,DJF,-0.06
1954,SH,DJF,-0.18
1955,SH,DJF,-0.21
1956,SH,DJF,-0.23
1957,SH,DJF,-0.03
1958,SH,DJF,0.11
1959,SH,DJF,-0.08
1960,SH,DJF,-0.14
1961,SH,DJF,0.01
1962,SH,DJF,-0.13
1963,SH,DJF,-0.14
1964,SH,DJF,-0.13
1965,SH,DJF,-0.15
1966,SH,DJF,-0.1
1967,SH,DJF,-0.01
1968,SH,DJF,-0.16
1969,SH,DJF,0.13
1970,SH,DJF,0.18
1971,SH,DJF,0.01
1972,SH,DJF,0.08
1973,SH,DJF,0.35
1974,SH,DJF,-0.08
1975,SH,DJF,0.06
1976,SH,DJF,-0.09
1977,SH,DJF,0.44
1978,SH,DJF,0.06
1979,SH,DJF,0.17
1980,SH,DJF,0.39
1981,SH,DJF,0.27
1982,SH,DJF,0.22
1983,SH,DJF,0.5
1984,SH,DJF,0.26
1985,SH,DJF,0.31
1986,SH,DJF,0.23
1987,SH,DJF,0.32
1988,SH,DJF,0.47
1989,SH,DJF,0.17
1990,SH,DJF,0.36
1991,SH,DJF,0.37
1992,SH,DJF,0.36
1993,SH,DJF,0.24
1994,SH,DJF,0.15
1995,SH,DJF,0.36
1996,SH,DJF,0.28
1997,SH,DJF,0.28
1998,SH,DJF,0.65
1999,SH,DJF,0.33
2000,SH,DJF,0.16
2001,SH,DJF,0.35
2002,SH,DJF,0.46
2003,SH,DJF,0.54
2004,SH,DJF,0.51
2005,SH,DJF,0.53
2006,SH,DJF,0.49
2007,SH,DJF,0.5
2008,SH,DJF,0.21
2009,SH,DJF,0.41
2010,SH,DJF,0.7
2011,SH,DJF,0.4
2012,SH,DJF,0.33
2013,SH,DJF,0.54
2014,SH,DJF,0.49
2015,SH,DJF,0.53
2016,SH,DJF,0.79
2017,SH,DJF,0.69
2018,SH,DJF,0.46
2019,SH,DJF,0.72
2020,SH,DJF,0.77
2021,SH,DJF,0.35
2022,SH,DJF,0.58
2023,SH,DJF,0.52
1880,GLB,MAM,-0.11
1881,GLB,MAM,0.05
1882,GLB,MAM,-0.08
1883,GLB,MAM,-0.16
1884,GLB,MAM,-0.36
1885,GLB,MAM,-0.37
1886,GLB,MAM,-0.31
1887,GLB,MAM,-0.33
1888,GLB,MAM,-0.27
1889,GLB,MAM,0.05
1890,GLB,MAM,-0.36
1891,GLB,MAM,-0.2
1892,GLB,MAM,-0.32
1893,GLB,MAM,-0.27
1894,GLB,MAM,-0.32
1895,GLB,MAM,-0.27
1896,GLB,MAM,-0.24
1897,GLB,MAM,-0.05
1898,GLB,MAM,-0.37
1899,GLB,MAM,-0.26
1900,GLB,MAM,-0.05
1901,GLB,MAM,-0.03
1902,GLB,MAM,-0.28
1903,GLB,MAM,-0.34
1904,GLB,MAM,-0.5
1905,GLB,MAM,-0.28
1906,GLB,MAM,-0.16
1907,GLB,MAM,-0.36
1908,GLB,MAM,-0.45
1909,GLB,MAM,-0.56
1910,GLB,MAM,-0.42
1911,GLB,MAM,-0.55
1912,GLB,MAM,-0.25
1913,GLB,MAM,-0.42
1914,GLB,MAM,-0.25
1915,GLB,MAM,-0.03
1916,GLB,MAM,-0.31
1917,GLB,MAM,-0.58
1918,GLB,MAM,-0.37
1919,GLB,MAM,-0.2
1920,GLB,MAM,-0.21
1921,GLB,MAM,-0.27
1922,GLB,MAM,-0.23
1923,GLB,MAM,-0.36
1924,GLB,MAM,-0.19
1925,GLB,MAM,-0.27
1926,GLB,MAM,-0.08
1927,GLB,MAM,-0.31
1928,GLB,MAM,-0.27
1929,GLB,MAM,-0.37
1930,GLB,MAM,-0.2
1931,GLB,MAM,-0.17
1932,GLB,MAM,-0.13
1933,GLB,MAM,-0.27
1934,GLB,MAM,-0.23
1935,GLB,MAM,-0.26
1936,GLB,MAM,-0.19
1937,GLB,MAM,-0.14
1938,GLB,MAM,0.02
1939,GLB,MAM,-0.1
1940,GLB,MAM,0.13
1941,GLB,MAM,0.14
1942,GLB,MAM,0.09
1943,GLB,MAM,0.05
1944,GLB,MAM,0.21
1945,GLB,MAM,0.1
1946,GLB,MAM,0.0
1947,GLB,MAM,0.04
1948,GLB,MAM,-0.12
1949,GLB,MAM,-0.07
1950,GLB,MAM,-0.13
1951,GLB,MAM,-0.11
1952,GLB,MAM,-0.02
1953,GLB,MAM,0.14
1954,GLB,MAM,-0.16
1955,GLB,MAM,-0.25
1956,GLB,MAM,-0.26
1957,GLB,MAM,0.01
1958,GLB,MAM,0.05
1959,GLB,MAM,0.13
1960,GLB,MAM,-0.19
1961,GLB,MAM,0.11
1962,GLB,MAM,0.03
1963,GLB,MAM,-0.09
1964,GLB,MAM,-0.26
1965,GLB,MAM,-0.15
1966,GLB,MAM,-0.07
1967,GLB,MAM,0.04
1968,GLB,MAM,0.0
1969,GLB,MAM,0.12
1970,GLB,MAM,0.03
1971,GLB,MAM,-0.1
1972,GLB,MAM,0.0
1973,GLB,MAM,0.26
1974,GLB,MAM,-0.07
1975,GLB,MAM,0.11
1976,GLB,MAM,-0.16
1977,GLB,MAM,0.28
1978,GLB,MAM,0.15
1979,GLB,MAM,0.13
1980,GLB,MAM,0.31
1981,GLB,MAM,0.35
1982,GLB,MAM,0.12
1983,GLB,MAM,0.34
1984,GLB,MAM,0.22
1985,GLB,MAM,0.15
1986,GLB,MAM,0.24
1987,GLB,MAM,0.23
1988,GLB,MAM,0.46
1989,GLB,MAM,0.27
1990,GLB,MAM,0.6
1991,GLB,MAM,0.4
1992,GLB,MAM,0.35
1993,GLB,MAM,0.31
1994,GLB,MAM,0.33
1995,GLB,MAM,0.4
1996,GLB,MAM,0.31
1997,GLB,MAM,0.4
1998,GLB,MAM,0.65
1999,GLB,MAM,0.3
2000,GLB,MAM,0.49
2001,GLB,MAM,0.54
2002,GLB,MAM,0.7
2003,GLB,MAM,0.58
2004,GLB,MAM,0.54
2005,GLB,MAM,0.68
2006,GLB,MAM,0.52
2007,GLB,MAM,0.72
2008,GLB,MAM,0.59
2009,GLB,MAM,0.6
2010,GLB,MAM,0.84
2011,GLB,MAM,0.61
2012,GLB,MAM,0.69
2013,GLB,MAM,0.6
2014,GLB,MAM,0.81
2015,GLB,MAM,0.84
2016,GLB,MAM,1.14
2017,GLB,MAM,1.0
2018,GLB,MAM,0.86
2019,GLB,MAM,1.01
2020,GLB,MAM,1.1
2021,GLB,MAM,0.81
2022,GLB,MAM,0.91
2023,GLB,MAM,NULL
1880,NH,MAM,-0.2
1881,NH,MAM,0.0
1882,NH,MAM,-0.18
1883,NH,MAM,-0.24
1884,NH,MAM,-0.53
1885,NH,MAM,-0.44
1886,NH,MAM,-0.47
1887,NH,MAM,-0.36
1888,NH,MAM,-0.34
1889,NH,MAM,0.04
1890,NH,MAM,-0.36
1891,NH,MAM,-0.23
1892,NH,MAM,-0.46
1893,NH,MAM,-0.35
1894,NH,MAM,-0.33
1895,NH,MAM,-0.32
1896,NH,MAM,-0.41
1897,NH,MAM,-0.1
1898,NH,MAM,-0.45
1899,NH,MAM,-0.35
1900,NH,MAM,-0.02
1901,NH,MAM,0.09
1902,NH,MAM,-0.37
1903,NH,MAM,-0.34
1904,NH,MAM,-0.44
1905,NH,MAM,-0.32
1906,NH,MAM,-0.14
1907,NH,MAM,-0.45
1908,NH,MAM,-0.49
1909,NH,MAM,-0.61
1910,NH,MAM,-0.4
1911,NH,MAM,-0.52
1912,NH,MAM,-0.3
1913,NH,MAM,-0.51
1914,NH,MAM,-0.31
1915,NH,MAM,-0.07
1916,NH,MAM,-0.36
1917,NH,MAM,-0.71
1918,NH,MAM,-0.45
1919,NH,MAM,-0.35
1920,NH,MAM,-0.14
1921,NH,MAM,-0.17
1922,NH,MAM,-0.15
1923,NH,MAM,-0.44
1924,NH,MAM,-0.1
1925,NH,MAM,-0.2
1926,NH,MAM,0.01
1927,NH,MAM,-0.28
1928,NH,MAM,-0.24
1929,NH,MAM,-0.27
1930,NH,MAM,-0.08
1931,NH,MAM,-0.13
1932,NH,MAM,-0.06
1933,NH,MAM,-0.24
1934,NH,MAM,-0.16
1935,NH,MAM,-0.2
1936,NH,MAM,-0.06
1937,NH,MAM,-0.06
1938,NH,MAM,0.22
1939,NH,MAM,-0.1
1940,NH,MAM,0.16
1941,NH,MAM,0.16
1942,NH,MAM,0.08
1943,NH,MAM,0.18
1944,NH,MAM,0.24
1945,NH,MAM,0.16
1946,NH,MAM,0.16
1947,NH,MAM,0.19
1948,NH,MAM,-0.04
1949,NH,MAM,0.01
1950,NH,MAM,-0.06
1951,NH,MAM,0.02
1952,NH,MAM,0.04
1953,NH,MAM,0.31
1954,NH,MAM,-0.08
1955,NH,MAM,-0.27
1956,NH,MAM,-0.26
1957,NH,MAM,-0.08
1958,NH,MAM,0.1
1959,NH,MAM,0.2
1960,NH,MAM,-0.16
1961,NH,MAM,0.14
1962,NH,MAM,0.18
1963,NH,MAM,-0.04
1964,NH,MAM,-0.24
1965,NH,MAM,-0.16
1966,NH,MAM,-0.09
1967,NH,MAM,0.16
1968,NH,MAM,0.12
1969,NH,MAM,-0.02
1970,NH,MAM,-0.03
1971,NH,MAM,-0.2
1972,NH,MAM,-0.09
1973,NH,MAM,0.2
1974,NH,MAM,-0.09
1975,NH,MAM,0.05
1976,NH,MAM,-0.18
1977,NH,MAM,0.24
1978,NH,MAM,0.07
1979,NH,MAM,0.01
1980,NH,MAM,0.16
1981,NH,MAM,0.41
1982,NH,MAM,0.1
1983,NH,MAM,0.18
1984,NH,MAM,0.11
1985,NH,MAM,0.01
1986,NH,MAM,0.2
1987,NH,MAM,0.1
1988,NH,MAM,0.44
1989,NH,MAM,0.33
1990,NH,MAM,0.79
1991,NH,MAM,0.44
1992,NH,MAM,0.29
1993,NH,MAM,0.31
1994,NH,MAM,0.45
1995,NH,MAM,0.57
1996,NH,MAM,0.28
1997,NH,MAM,0.55
1998,NH,MAM,0.75
1999,NH,MAM,0.4
2000,NH,MAM,0.76
2001,NH,MAM,0.68
2002,NH,MAM,0.71
2003,NH,MAM,0.66
2004,NH,MAM,0.69
2005,NH,MAM,0.88
2006,NH,MAM,0.71
2007,NH,MAM,0.91
2008,NH,MAM,0.79
2009,NH,MAM,0.65
2010,NH,MAM,1.06
2011,NH,MAM,0.79
2012,NH,MAM,0.91
2013,NH,MAM,0.76
2014,NH,MAM,1.06
2015,NH,MAM,1.13
2016,NH,MAM,1.5
2017,NH,MAM,1.21
2018,NH,MAM,1.04
2019,NH,MAM,1.25
2020,NH,MAM,1.45
2021,NH,MAM,1.12
2022,NH,MAM,1.18
2023,NH,MAM,NULL
1880,SH,MAM,-0.02
1881,SH,MAM,0.1
1882,SH,MAM,0.01
1883,SH,MAM,-0.08
1884,SH,MAM,-0.2
1885,SH,MAM,-0.32
1886,SH,MAM,-0.17
1887,SH,MAM,-0.31
1888,SH,MAM,-0.23
1889,SH,MAM,0.06
1890,SH,MAM,-0.37
1891,SH,MAM,-0.18
1892,SH,MAM,-0.19
1893,SH,MAM,-0.2
1894,SH,MAM,-0.31
1895,SH,MAM,-0.21
1896,SH,MAM,-0.06
1897,SH,MAM,-0.01
1898,SH,MAM,-0.3
1899,SH,MAM,-0.17
1900,SH,MAM,-0.08
1901,SH,MAM,-0.15
1902,SH,MAM,-0.2
1903,SH,MAM,-0.34
1904,SH,MAM,-0.55
1905,SH,MAM,-0.23
1906,SH,MAM,-0.19
1907,SH,MAM,-0.28
1908,SH,MAM,-0.41
1909,SH,MAM,-0.5
1910,SH,MAM,-0.45
1911,SH,MAM,-0.58
1912,SH,MAM,-0.2
1913,SH,MAM,-0.33
1914,SH,MAM,-0.17
1915,SH,MAM,0.01
1916,SH,MAM,-0.25
1917,SH,MAM,-0.46
1918,SH,MAM,-0.31
1919,SH,MAM,-0.06
1920,SH,MAM,-0.28
1921,SH,MAM,-0.38
1922,SH,MAM,-0.32
1923,SH,MAM,-0.28
1924,SH,MAM,-0.27
1925,SH,MAM,-0.34
1926,SH,MAM,-0.16
1927,SH,MAM,-0.34
1928,SH,MAM,-0.3
1929,SH,MAM,-0.47
1930,SH,MAM,-0.31
1931,SH,MAM,-0.19
1932,SH,MAM,-0.19
1933,SH,MAM,-0.29
1934,SH,MAM,-0.3
1935,SH,MAM,-0.32
1936,SH,MAM,-0.31
1937,SH,MAM,-0.21
1938,SH,MAM,-0.19
1939,SH,MAM,-0.11
1940,SH,MAM,0.11
1941,SH,MAM,0.16
1942,SH,MAM,0.1
1943,SH,MAM,-0.09
1944,SH,MAM,0.19
1945,SH,MAM,0.06
1946,SH,MAM,-0.15
1947,SH,MAM,-0.12
1948,SH,MAM,-0.19
1949,SH,MAM,-0.16
1950,SH,MAM,-0.2
1951,SH,MAM,-0.25
1952,SH,MAM,-0.07
1953,SH,MAM,-0.02
1954,SH,MAM,-0.24
1955,SH,MAM,-0.24
1956,SH,MAM,-0.26
1957,SH,MAM,0.11
1958,SH,MAM,0.01
1959,SH,MAM,0.05
1960,SH,MAM,-0.21
1961,SH,MAM,0.09
1962,SH,MAM,-0.12
1963,SH,MAM,-0.14
1964,SH,MAM,-0.27
1965,SH,MAM,-0.13
1966,SH,MAM,-0.05
1967,SH,MAM,-0.08
1968,SH,MAM,-0.13
1969,SH,MAM,0.26
1970,SH,MAM,0.09
1971,SH,MAM,0.0
1972,SH,MAM,0.08
1973,SH,MAM,0.33
1974,SH,MAM,-0.05
1975,SH,MAM,0.16
1976,SH,MAM,-0.15
1977,SH,MAM,0.31
1978,SH,MAM,0.22
1979,SH,MAM,0.25
1980,SH,MAM,0.48
1981,SH,MAM,0.28
1982,SH,MAM,0.13
1983,SH,MAM,0.51
1984,SH,MAM,0.32
1985,SH,MAM,0.27
1986,SH,MAM,0.29
1987,SH,MAM,0.36
1988,SH,MAM,0.47
1989,SH,MAM,0.21
1990,SH,MAM,0.42
1991,SH,MAM,0.36
1992,SH,MAM,0.42
1993,SH,MAM,0.3
1994,SH,MAM,0.2
1995,SH,MAM,0.23
1996,SH,MAM,0.34
1997,SH,MAM,0.24
1998,SH,MAM,0.55
1999,SH,MAM,0.2
2000,SH,MAM,0.22
2001,SH,MAM,0.41
2002,SH,MAM,0.69
2003,SH,MAM,0.5
2004,SH,MAM,0.38
2005,SH,MAM,0.48
2006,SH,MAM,0.33
2007,SH,MAM,0.53
2008,SH,MAM,0.38
2009,SH,MAM,0.54
2010,SH,MAM,0.62
2011,SH,MAM,0.42
2012,SH,MAM,0.46
2013,SH,MAM,0.45
2014,SH,MAM,0.56
2015,SH,MAM,0.54
2016,SH,MAM,0.77
2017,SH,MAM,0.79
2018,SH,MAM,0.67
2019,SH,MAM,0.76
2020,SH,MAM,0.76
2021,SH,MAM,0.49
2022,SH,MAM,0.63
2023,SH,MAM,NULL
1880,GLB,JJA,-0.16
1881,GLB,JJA,-0.07
1882,GLB,JJA,-0.15
1883,GLB,JJA,-0.09
1884,GLB,JJA,-0.31
1885,GLB,JJA,-0.36
1886,GLB,JJA,-0.27
1887,GLB,JJA,-0.28
1888,GLB,JJA,-0.14
1889,GLB,JJA,-0.12
1890,GLB,JJA,-0.3
1891,GLB,JJA,-0.18
1892,GLB,JJA,-0.27
1893,GLB,JJA,-0.21
1894,GLB,JJA,-0.29
1895,GLB,JJA,-0.18
1896,GLB,JJA,-0.06
1897,GLB,JJA,-0.07
1898,GLB,JJA,-0.23
1899,GLB,JJA,-0.18
1900,GLB,JJA,-0.1
1901,GLB,JJA,-0.15
1902,GLB,JJA,-0.29
1903,GLB,JJA,-0.4
1904,GLB,JJA,-0.49
1905,GLB,JJA,-0.25
1906,GLB,JJA,-0.2
1907,GLB,JJA,-0.37
1908,GLB,JJA,-0.4
1909,GLB,JJA,-0.43
1910,GLB,JJA,-0.36
1911,GLB,JJA,-0.45
1912,GLB,JJA,-0.4
1913,GLB,JJA,-0.38
1914,GLB,JJA,-0.21
1915,GLB,JJA,-0.19
1916,GLB,JJA,-0.38
1917,GLB,JJA,-0.3
1918,GLB,JJA,-0.33
1919,GLB,JJA,-0.33
1920,GLB,JJA,-0.3
1921,GLB,JJA,-0.22
1922,GLB,JJA,-0.3
1923,GLB,JJA,-0.31
1924,GLB,JJA,-0.3
1925,GLB,JJA,-0.26
1926,GLB,JJA,-0.22
1927,GLB,JJA,-0.23
1928,GLB,JJA,-0.27
1929,GLB,JJA,-0.37
1930,GLB,JJA,-0.19
1931,GLB,JJA,-0.05
1932,GLB,JJA,-0.25
1933,GLB,JJA,-0.26
1934,GLB,JJA,-0.12
1935,GLB,JJA,-0.23
1936,GLB,JJA,-0.14
1937,GLB,JJA,-0.02
1938,GLB,JJA,-0.1
1939,GLB,JJA,-0.06
1940,GLB,JJA,0.1
1941,GLB,JJA,0.17
1942,GLB,JJA,0.01
1943,GLB,JJA,0.02
1944,GLB,JJA,0.17
1945,GLB,JJA,0.1
1946,GLB,JJA,-0.18
1947,GLB,JJA,-0.04
1948,GLB,JJA,-0.09
1949,GLB,JJA,-0.17
1950,GLB,JJA,-0.1
1951,GLB,JJA,0.0
1952,GLB,JJA,0.02
1953,GLB,JJA,0.06
1954,GLB,JJA,-0.18
1955,GLB,JJA,-0.08
1956,GLB,JJA,-0.17
1957,GLB,JJA,0.11
1958,GLB,JJA,-0.03
1959,GLB,JJA,0.02
1960,GLB,JJA,-0.02
1961,GLB,JJA,0.04
1962,GLB,JJA,0.01
1963,GLB,JJA,0.11
1964,GLB,JJA,-0.1
1965,GLB,JJA,-0.09
1966,GLB,JJA,0.0
1967,GLB,JJA,-0.02
1968,GLB,JJA,-0.1
1969,GLB,JJA,0.01
1970,GLB,JJA,-0.04
1971,GLB,JJA,-0.08
1972,GLB,JJA,0.07
1973,GLB,JJA,0.12
1974,GLB,JJA,0.01
1975,GLB,JJA,-0.06
1976,GLB,JJA,-0.11
1977,GLB,JJA,0.22
1978,GLB,JJA,-0.04
1979,GLB,JJA,0.11
1980,GLB,JJA,0.2
1981,GLB,JJA,0.32
1982,GLB,JJA,0.08
1983,GLB,JJA,0.25
1984,GLB,JJA,0.13
1985,GLB,JJA,0.12
1986,GLB,JJA,0.13
1987,GLB,JJA,0.33
1988,GLB,JJA,0.37
1989,GLB,JJA,0.28
1990,GLB,JJA,0.39
1991,GLB,JJA,0.46
1992,GLB,JJA,0.14
1993,GLB,JJA,0.19
1994,GLB,JJA,0.32
1995,GLB,JJA,0.44
1996,GLB,JJA,0.37
1997,GLB,JJA,0.43
1998,GLB,JJA,0.69
1999,GLB,JJA,0.35
2000,GLB,JJA,0.4
2001,GLB,JJA,0.53
2002,GLB,JJA,0.56
2003,GLB,JJA,0.57
2004,GLB,JJA,0.38
2005,GLB,JJA,0.62
2006,GLB,JJA,0.63
2007,GLB,JJA,0.6
2008,GLB,JJA,0.51
2009,GLB,JJA,0.69
2010,GLB,JJA,0.66
2011,GLB,JJA,0.69
2012,GLB,JJA,0.62
2013,GLB,JJA,0.66
2014,GLB,JJA,0.69
2015,GLB,JJA,0.78
2016,GLB,JJA,0.88
2017,GLB,JJA,0.8
2018,GLB,JJA,0.78
2019,GLB,JJA,0.93
2020,GLB,JJA,0.9
2021,GLB,JJA,0.86
2022,GLB,JJA,0.93
2023,GLB,JJA,NULL
1880,NH,JJA,-0.21
1881,NH,JJA,-0.1
1882,NH,JJA,-0.25
1883,NH,JJA,-0.13
1884,NH,JJA,-0.44
1885,NH,JJA,-0.4
1886,NH,JJA,-0.31
1887,NH,JJA,-0.33
1888,NH,JJA,-0.08
1889,NH,JJA,-0.12
1890,NH,JJA,-0.26
1891,NH,JJA,-0.13
1892,NH,JJA,-0.25
1893,NH,JJA,-0.22
